지점,지점명,일시,습도,16 방위 풍향,풍속,강수량,현지기압,해면기압,변화량 기압,이슬점 온도,기온,최고 기온,최저 기온
47108,서울,2000-01-09 12:00,60.7,2,2,,1010.2,1021,.4,-6.2,.5,1,
47108,서울,2000-01-09 15:00,64.5,27,4,,1010.4,1021.2,.2,-5.5,.4,,
47108,서울,2000-01-09 18:00,68.6,23,3,,1010.4,1021.2,0,-4.7,.4,,
47108,서울,2000-01-09 21:00,77.9,27,2,,1011.8,1022.9,1.4,-3.3,.1,,
47108,서울,2000-01-10 00:00,84.9,32,4,.1,1014.3,1025.2,2.5,-3.8,-1.6,,-1.9
47108,서울,2000-01-10 03:00,53.7,29,9,,1015.5,1026.6,1.3,-7.8,.5,,
47108,서울,2000-01-10 06:00,35.4,25,6,,1014.6,1025.5,.9,-11.7,2,,
47108,서울,2000-01-10 09:00,49.7,32,5,,1016.1,1027,1.5,-10,-.8,,
47108,서울,2000-01-10 12:00,60.9,29,3,.1,1017.9,1028.7,1.2,-9,-2.5,2,
47108,서울,2000-01-10 15:00,63.3,5,3,,1018.1,1029.3,.3,-10.7,-4.8,,
47108,서울,2000-01-10 18:00,71.6,5,1,,1017.9,1029.2,.2,-10.3,-6,,
47108,서울,2000-01-10 21:00,73.8,5,2,,1017.6,1029,.3,-10.3,-6.4,,
47108,서울,2000-01-11 00:00,76.3,5,4,,1018.4,1029.7,.9,-9,-5.5,,-7.1
47108,서울,2000-01-11 03:00,46.8,7,7,,1017,1028,1.4,-9,1.1,,
47108,서울,2000-01-11 06:00,40.5,7,6,,1015,1025.7,2,-7.4,4.9,,
47108,서울,2000-01-11 09:00,46.5,7,2,,1015,1025.9,0,-6.9,3.5,,
47108,서울,2000-01-11 12:00,52.5,7,4,,1014.2,1025.1,.8,-5.4,3.4,4.9,
47108,서울,2000-01-11 15:00,58.6,7,6,,1014.6,1025.5,.4,-4.4,2.9,,
47108,서울,2000-01-11 18:00,63.2,7,3,,1012.8,1023.8,1.8,-3.3,3,,
47108,서울,2000-01-11 21:00,66.7,7,3,,1010.9,1021.7,1.9,-2.2,3.4,,
47108,서울,2000-01-12 00:00,62.5,7,4,,1011.1,1021.7,.1,-2.5,4,,2.6
47108,서울,2000-01-12 03:00,85,7,8,,1010.2,1020.8,1.1,2.1,4.4,,
47108,서울,2000-01-12 06:00,89.3,7,4,,1007.4,1018.1,2.6,2.7,4.3,,
47108,서울,2000-01-12 09:00,95.8,7,3,,1006.9,1017.6,.5,2.9,3.5,,
47108,서울,2000-01-12 12:00,95.8,7,3,2,1006.2,1017,.7,2.9,3.5,5.1,
47108,서울,2000-01-12 15:00,93.2,5,1,,1004.6,1015.3,1.6,2.7,3.7,,
47108,서울,2000-01-12 18:00,94.5,27,3,,1004.3,1014.9,.5,2,2.8,,
47108,서울,2000-01-12 21:00,95.1,27,3,,1003.9,1014.7,.4,1.3,2,,
47108,서울,2000-01-13 00:00,90.4,27,4,3,1004.5,1015.5,.7,.4,1.8,,1.4
47108,서울,2000-01-13 03:00,90.4,27,6,,1004.8,1015.8,.2,.4,1.8,,
47108,서울,2000-01-13 06:00,76.2,27,10,,1004.6,1015.5,.2,-3,.7,,
47108,서울,2000-01-13 09:00,75.5,27,4,,1006.4,1017.2,1.8,-3.8,0,,
47108,서울,2000-01-13 12:00,75.3,27,4,.7,1008,1019.1,1.6,-5,-1.2,4,
47108,서울,2000-01-13 15:00,72.3,27,6,,1008.7,1019.8,.7,-6.4,-2.1,,
47108,서울,2000-01-13 18:00,75.8,27,4,,1009.5,1020.8,.8,-5.7,-2,,
47108,서울,2000-01-13 21:00,71.2,27,6,,1010.2,1021.2,.7,-6.7,-2.2,,
47108,서울,2000-01-14 00:00,73,2,1,,1011.3,1022.3,1.1,-6,-1.8,,-2.5
47108,서울,2000-01-14 03:00,65.4,27,4,,1011.7,1022.7,.4,-5.7,0,,
47108,서울,2000-01-14 06:00,62.6,32,3,,1011.3,1022.3,.5,-6,.3,,
47108,서울,2000-01-14 09:00,68.3,27,3,,1013.2,1024,1.8,-6,-.9,,
47108,서울,2000-01-14 12:00,65.5,29,3,,1014.4,1025.5,1.3,-7.4,-1.8,1.1,
47108,서울,2000-01-14 15:00,64.9,34,4,,1014.6,1025.7,.2,-8.1,-2.4,,
47108,서울,2000-01-14 18:00,69.9,36,2,,1015.3,1026.4,.5,-8.2,-3.5,,
47108,서울,2000-01-14 21:00,69.3,36,1,,1015.4,1026.6,.2,-8.6,-3.8,,
47108,서울,2000-01-15 00:00,69.8,29,1,,1016.4,1027.3,1,-8.6,-3.9,,-4.9
47108,서울,2000-01-15 03:00,55.8,5,5,,1016.4,1027.5,0,-7.4,.4,,
47108,서울,2000-01-15 06:00,45.4,7,1,,1013.5,1024.4,2.6,-8.2,2.4,,
47108,서울,2000-01-15 09:00,58.6,27,3,,1013.9,1024.9,.4,-6,1.2,,
47108,서울,2000-01-15 12:00,67.4,29,2,,1014.5,1025.5,.6,-5.4,-.1,3.3,34.1
47108,서울,2000-01-15 15:00,75.3,34,1,,1014.3,1025.1,.2,-5,-1.2,,
47108,서울,2000-01-15 18:00,74.8,27,2,,1013.9,1025,.3,-4.7,-.8,,
47108,서울,2000-01-15 21:00,79.9,34,1,,1013.1,1024.2,.8,-4.7,-1.7,,
47108,서울,2000-01-16 00:00,83,27,2,,1014,1025.1,.8,-4.4,-1.9,,-2.2
47108,서울,2000-01-16 03:00,58.1,25,4,,1012.7,1023.7,1.3,-5,2.4,,
47108,서울,2000-01-16 06:00,42.8,29,5,,1010.9,1021.6,1.8,-7.4,4.1,,
47108,서울,2000-01-16 09:00,51.2,29,4,,1011.2,1022.1,.3,-7.4,1.6,,
47108,서울,2000-01-16 12:00,63.9,29,2,,1011.5,1022.6,.3,-6.3,-.3,4.5,
47108,서울,2000-01-16 15:00,72.3,29,1,,1011.4,1022.4,.1,-6.4,-2.1,,
47108,서울,2000-01-16 18:00,76.8,27,1,,1011.1,1021.9,.3,-6.5,-3,,
47108,서울,2000-01-16 21:00,94.9,27,2,,1010.5,1021.6,.5,-4.4,-3.7,,
47108,서울,2000-01-17 00:00,82.8,23,2,,1011.5,1022.7,.9,-5.7,-3.2,,-4.4
47108,서울,2000-01-17 03:00,66,20,3,,1010.9,1021.9,.6,-5.4,.2,,
47108,서울,2000-01-17 06:00,56.2,27,4,,1009,1019.8,1.8,-4.4,3.5,,
47108,서울,2000-01-17 09:00,58.2,27,4,,1010.4,1021.2,1.4,-6,1.3,,
47108,서울,2000-01-17 12:00,64.9,27,3,,1010.7,1021.7,.3,-6,-.2,3.8,
47108,서울,2000-01-17 15:00,77.5,29,2,,1011,1022,.3,-5.4,-2,,
47108,서울,2000-01-17 18:00,87.3,27,2,,1011.3,1022.4,.3,-5,-3.2,,
47108,서울,2000-01-17 21:00,91.3,27,1,,1010.7,1021.9,.6,-6,-4.8,,
47108,서울,2000-01-18 00:00,83.9,29,1,,1011.7,1022.9,1,-6.7,-4.4,,-5.1
47108,서울,2000-01-18 03:00,64.9,27,3,,1011.4,1022.4,.5,-6,-.2,,
47108,서울,2000-01-18 06:00,36.9,27,4,,1009.3,1020.2,2,-11.2,2,,
47108,서울,2000-01-18 09:00,44.7,27,3,,1010.1,1021.1,.8,-10.7,-.1,,
47108,서울,2000-01-18 12:00,52.7,34,1,,1010.5,1021.5,.4,-9.8,-1.4,2.3,
47108,서울,2000-01-18 15:00,59.1,16,1,,1009.7,1020.7,.8,-9,-2.1,,
47108,서울,2000-01-18 18:00,63.6,20,3,,1008.4,1019.5,1.3,-7.4,-1.4,,
47108,서울,2000-01-18 21:00,94.2,29,5,,1007.2,1018.1,1.2,-4.1,-3.3,,
47108,서울,2000-01-19 00:00,82.7,27,4,.8,1008.7,1019.9,1.5,-6.7,-4.2,,-4.5
47108,서울,2000-01-19 03:00,65,27,8,,1009.7,1020.8,1,-9.8,-4.2,,
47108,서울,2000-01-19 06:00,62.3,27,6,,1009.3,1020.4,.4,-10.7,-4.6,,
47108,서울,2000-01-19 09:00,73.3,29,4,,1011.7,1022.9,2.3,-10,-6,,
47108,서울,2000-01-19 12:00,60.7,27,4,0,1014,1025.2,2.3,-13.3,-7,-1.2,
47108,서울,2000-01-19 15:00,67.4,27,6,,1014.5,1025.7,.6,-12.2,-7.2,,
47108,서울,2000-01-19 18:00,68.2,27,4,,1016,1027.4,1.4,-13.3,-8.5,,
47108,서울,2000-01-19 21:00,68.4,27,5,,1017.9,1029.5,1.9,-15,-10.3,,
47108,서울,2000-01-20 00:00,66.6,27,5,0,1020.7,1032.3,2.7,-15.7,-10.7,,-11.4
47108,서울,2000-01-20 03:00,46.1,27,12,,1021.4,1033,.8,-17.1,-7.5,,
47108,서울,2000-01-20 06:00,42.6,27,4,,1021.3,1032.8,.2,-16.4,-5.7,,
47108,서울,2000-01-20 09:00,41.2,27,4,,1022.6,1034,1.3,-17.9,-6.9,,
47108,서울,2000-01-20 12:00,49.1,32,2,,1024.6,1036,2,-17.1,-8.3,-5.6,
47108,서울,2000-01-20 15:00,67.3,36,2,,1025.9,1037.5,1.3,-15.1,-10.2,,
47108,서울,2000-01-20 21:00,63.3,32,3,,1027.4,1039.1,.5,-16.4,-10.8,,
47108,서울,2000-01-21 00:00,,29,1,,1028.6,1040.3,1.2,-10.7,-10.7,,-11.6
47108,서울,2000-01-21 03:00,41.3,27,3,,1028.8,1040.3,.3,-16.4,-5.3,,
47108,서울,2000-01-21 06:00,34.7,27,4,,1027.3,1038.6,1.5,-16.4,-3,,
47108,서울,2000-01-21 09:00,35.3,27,5,,1028.1,1039.3,.7,-17.1,-4,,
47108,서울,2000-01-21 12:00,50.4,32,1,,1027.5,1039,.7,-13.9,-5.2,-2.6,
47108,서울,2000-01-21 15:00,51.8,5,4,,1026.6,1038,.9,-14.5,-6.2,,
47108,서울,2000-01-21 18:00,55.2,5,1,,1025.7,1037.2,.9,-13.9,-6.4,,
47108,서울,2000-01-21 21:00,49.5,7,3,,1024.2,1035.9,1.5,-14.5,-5.6,,
47108,서울,2000-01-22 00:00,46.6,7,6,,1023.7,1035,.5,-14.5,-4.8,,-6.7
47108,서울,2000-01-22 03:00,37.9,7,6,,1021.2,1032.4,2.5,-13.3,-.7,,
47108,서울,2000-01-22 06:00,34.1,7,2,,1017.1,1028.2,4.1,-12.7,1.4,,
47108,서울,2000-01-22 09:00,92.2,7,2,,1016.9,1028,.3,-2.5,-1.4,,
47108,서울,2000-01-22 12:00,92.9,7,3,.6,1016.2,1027.3,.7,-2.5,-1.5,1.6,
47108,서울,2000-01-22 15:00,96.4,7,6,,1014.1,1025.1,2.1,-1.4,-.9,,
47108,서울,2000-01-22 18:00,91.6,7,1,,1012.5,1023.7,1.6,-1.2,0,,
47108,서울,2000-01-22 21:00,93.6,7,1,,1011.5,1022.4,1,-.9,0,,
47108,서울,2000-01-23 00:00,87.1,2,1,1,1012.9,1024,1.5,-1.2,.7,,-1.1
47108,서울,2000-01-23 03:00,72.1,18,4,,1012.8,1023.7,.1,.4,5,,
47108,서울,2000-01-23 06:00,53.1,25,4,,1012.3,1023.1,.5,-1.7,7.2,,
47108,서울,2000-01-23 09:00,49.1,27,5,,1013.3,1024,1,-4.7,5.1,,
47108,서울,2000-01-23 12:00,60.6,29,3,,1014.9,1025.7,1.6,-5,1.8,7.4,
47108,서울,2000-01-23 15:00,76,27,2,,1015.8,1026.9,.9,-4.1,-.4,,
47108,서울,2000-01-23 18:00,71.8,27,3,,1017.1,1028.3,1.3,-6.4,-2,,
47108,서울,2000-01-23 21:00,78.5,29,2,,1017.7,1029,.6,-6.4,-3.2,,
47108,서울,2000-01-24 00:00,79,32,5,,1019,1030.3,1.3,-7.1,-4,,-4.5
47108,서울,2000-01-24 03:00,57.1,29,9,,1019.3,1030.4,.2,-8.5,-1.1,,
47108,서울,2000-01-24 06:00,47.2,27,5,,1018,1028.9,1.3,-9.9,0,,
47108,서울,2000-01-24 09:00,46.9,29,4,,1018.7,1029.9,.8,-12.2,-2.4,,
47108,서울,2000-01-24 12:00,52.3,29,4,,1019.1,1030.4,.4,-12.7,-4.4,.2,
47108,서울,2000-01-24 15:00,50.4,29,7,,1019.9,1031.3,.8,-15.1,-6.5,,
47108,서울,2000-01-24 18:00,54.3,32,3,,1019.9,1031.4,0,-15.7,-8.1,,
47108,서울,2000-01-24 21:00,53.5,34,3,,1020.1,1031.7,.2,-17.1,-9.4,,
47108,서울,2000-01-25 00:00,52.8,27,3,,1021.5,1033.1,1.4,-17.9,-10.1,,-10.6
47108,서울,2000-01-25 03:00,39.3,27,9,,1021,1032.4,.5,-17.9,-6.3,,
47108,서울,2000-01-25 06:00,33.3,25,4,,1019.4,1030.6,1.6,-17.1,-3.2,,
47108,서울,2000-01-25 09:00,28.9,29,5,,1019.6,1031,.3,-20.5,-5.2,,
47108,서울,2000-01-25 12:00,41.2,32,3,,1021,1032.4,1.5,-18.7,-7.8,-3,
47108,서울,2000-01-25 15:00,63,29,8,,1021.1,1032.7,.1,-15.7,-10,,
47108,서울,2000-01-25 18:00,62.3,34,3,,1020.6,1032.1,.6,-16.5,-10.7,,
47108,서울,2000-01-25 21:00,59.7,27,3,,1019.9,1031.2,.7,-17.1,-10.8,,
47108,서울,2000-01-26 00:00,55,32,3,,1020.4,1032,.5,-17.9,-10.6,,-11.2
47108,서울,2000-01-26 03:00,43.1,27,8,,1019.9,1031.4,.5,-17.9,-7.5,,
47108,서울,2000-01-26 06:00,37.8,25,8,,1018,1029.3,1.9,-17.1,-4.9,,
47108,서울,2000-01-26 09:00,38.1,27,4,,1018.9,1030.1,.9,-17.9,-5.9,,
47108,서울,2000-01-26 12:00,45.4,34,4,,1019.9,1031.4,1,-17.1,-7.3,-4.5,
47108,서울,2000-01-26 15:00,52.4,29,5,,1020.2,1031.7,.3,-16.4,-8.4,,
47108,서울,2000-01-26 18:00,53.9,36,1,,1020.8,1032.3,.6,-17.1,-9.5,,
47108,서울,2000-01-26 21:00,66.6,5,2,,1021.2,1032.8,.4,-15.7,-10.7,,
47108,서울,2000-01-27 00:00,67.8,5,1,,1022.6,1033.9,1.4,-15,-10.2,,-11.2
47108,서울,2000-01-27 03:00,49.3,23,6,,1022,1033.3,.8,-12.7,-3.6,,
47108,서울,2000-01-27 06:00,32.2,32,4,,1020.5,1031.8,1.5,-15.7,-1.2,,
47108,서울,2000-01-27 09:00,37.9,27,3,,1021.4,1032.7,.9,-15.1,-2.7,,
47108,서울,2000-01-27 12:00,49.8,27,3,,1022.2,1033.6,.8,-13.3,-4.4,-.8,
47108,서울,2000-01-27 15:00,52.4,0,0,,1022.1,1033.6,.1,-13.9,-5.7,,
47108,서울,2000-01-27 18:00,58.7,5,2,,1022.7,1034.1,.6,-13.9,-7.2,,
47108,서울,2000-01-27 21:00,71.2,2,1,,1022.7,1034.1,0,-12.2,-7.9,,
47108,서울,2000-01-28 00:00,71.8,5,3,,1023.7,1035.1,1,-11.7,-7.5,,-8.7
47108,서울,2000-01-28 03:00,49.1,7,3,,1023.3,1034.4,.4,-10.7,-1.4,,
47108,서울,2000-01-28 06:00,37.7,27,2,,1021.6,1032.7,1.7,-11.2,1.7,,
47108,서울,2000-01-28 09:00,50.8,27,4,,1022.3,1033.5,.7,-8.6,.4,,
47108,서울,2000-01-28 12:00,73,27,4,,1023,1034.1,.7,-6,-1.8,2.5,
47108,서울,2000-01-28 15:00,72.7,29,1,,1022.5,1033.9,.5,-7.4,-3.2,,
47108,서울,2000-01-28 18:00,79.1,36,1,,1022.6,1033.9,.1,-6.4,-3.3,,
47108,서울,2000-01-28 21:00,75.5,5,2,,1022.3,1033.5,.3,-7,-3.3,,
47108,서울,2000-01-29 00:00,74.5,5,6,,1023,1034.3,.7,-6.7,-2.8,,-4.1
47108,서울,2000-01-29 03:00,60.4,5,2,,1022.1,1033.2,.8,-5.7,1.1,,
47108,서울,2000-01-29 06:00,55.5,27,6,,1020.4,1031.5,1.8,-5.7,2.3,,
47108,서울,2000-01-29 09:00,62.9,29,2,,1020.4,1031.5,0,-4.7,1.6,,
47108,서울,2000-01-29 12:00,76.3,23,3,,1020.4,1031.5,0,-2.5,1.2,2.7,
47108,서울,2000-01-29 15:00,87.1,20,6,,1019.8,1030.9,.6,-.9,1,,
47108,서울,2000-01-29 18:00,91.6,25,3,,1018.3,1029.3,1.5,-1.2,0,,
47108,서울,2000-01-29 21:00,65.4,27,7,,1019.3,1030.4,1,-7.8,-2.2,,
47108,서울,2000-01-30 00:00,62.1,27,7,0,1022.3,1033.7,3,-11.7,-5.6,,-5.6
47108,서울,2000-01-30 03:00,48.3,25,12,,1023.2,1034.6,1,-13.3,-4,,
47108,서울,2000-01-30 06:00,45.9,27,5,,1022.5,1033.9,.7,-13.3,-3.3,,
47108,서울,2000-01-30 09:00,41.2,29,5,,1024,1035.4,1.5,-15.7,-4.5,,
47108,서울,2000-01-30 12:00,52.4,29,6,,1025.6,1037.1,1.6,-15.1,-7,1,
47108,서울,2000-01-30 15:00,57.1,29,8,,1026.4,1038,.8,-15.1,-8.1,,
47108,서울,2000-01-30 18:00,56.5,29,3,,1026.6,1038.1,.2,-15.7,-8.6,,
47108,서울,2000-01-30 21:00,61.5,29,7,,1026.2,1037.9,.5,-15.7,-9.7,,
47108,서울,2000-01-31 00:00,60.4,29,4,,1027.3,1038.9,1.1,-16.4,-10.2,,-10.7
47108,서울,2000-01-31 03:00,45.4,32,8,,1027.1,1038.6,.2,-17.1,-7.3,,
47108,서울,2000-01-31 06:00,32,27,5,,1025,1036.3,2.1,-19.6,-5.5,,
47108,서울,2000-01-31 09:00,36.4,27,3,,1025.3,1036.8,.3,-18.7,-6.2,,
47108,서울,2000-01-31 12:00,44.4,34,3,,1026,1037.5,.7,-17.1,-7,-4.7,
47108,서울,2000-01-31 15:00,53,32,1,,1025.4,1037,.6,-16,-8.1,,
47108,서울,2000-01-31 18:00,57.4,5,2,,1024.7,1036.3,.7,-17.2,-10.4,,
47108,서울,2000-01-31 21:00,62.9,0,0,,1023.8,1035.4,.9,-16,-10.3,,
47108,서울,2000-02-01 00:00,66.8,5,5,,1023.7,1035.3,.1,-15.1,-10.1,,-11.6
47108,서울,2000-02-01 03:00,35.1,25,7,,1023,1034.3,.7,-17.9,-4.8,,
47108,서울,2000-02-01 06:00,33.2,25,4,,1020.4,1031.7,2.6,-16.4,-2.4,,
47108,서울,2000-02-01 09:00,41.4,27,3,,1019.8,1031.1,.6,-15.1,-3.9,,
47108,서울,2000-02-01 12:00,72.3,27,3,,1020.4,1031.8,.6,-9.4,-5.2,-2,
47108,서울,2000-02-01 15:00,78.1,29,3,,1020,1031.4,.4,-9,-5.8,,
47108,서울,2000-02-01 18:00,66.4,27,3,,1020.6,1032,.6,-12.2,-7,,
47108,서울,2000-02-01 21:00,74.7,2,2,,1020,1031.5,.6,-11.7,-8,,
47108,서울,2000-02-02 00:00,78.5,5,3,,1020.7,1032.2,.5,-10.3,-7.2,,-8.3
47108,서울,2000-02-02 03:00,51.3,29,7,,1021.4,1032.7,.8,-10.7,-2,,
47108,서울,2000-02-02 06:00,48.1,29,4,,1019.5,1030.7,1.9,-9.4,.3,,
47108,서울,2000-02-02 09:00,50.8,27,3,,1018.8,1029.7,.7,-9.8,-.9,,
47108,서울,2000-02-02 12:00,71.1,27,3,,1019,1030.1,.1,-7.4,-2.9,.8,
47108,서울,2000-02-02 15:00,76.1,0,0,,1019,1030.1,0,-6.9,-3.3,,
47108,서울,2000-02-02 18:00,77.2,5,2,,1018.6,1029.9,.4,-7.4,-4,,
47108,서울,2000-02-02 21:00,76.1,5,4,,1017.6,1028.8,1,-7.1,-3.5,,
47108,서울,2000-02-03 00:00,76.8,18,1,0,1017.7,1029,.1,-6.4,-2.9,,-4.3
47108,서울,2000-02-03 03:00,62.3,27,7,,1016.8,1027.9,.9,-5.4,1,,
47108,서울,2000-02-03 06:00,58.2,25,6,,1014.9,1025.9,1.9,-6,1.3,,
47108,서울,2000-02-03 09:00,83.1,29,5,,1016,1027.3,1,-3.3,-.8,,
47108,서울,2000-02-03 12:00,62.5,32,2,0,1017.5,1028.7,1.5,-8.2,-2,2,
47108,서울,2000-02-03 15:00,65.1,34,5,,1018.1,1029.5,.5,-9.4,-3.8,,
47108,서울,2000-02-03 18:00,72.3,27,2,,1019.1,1030.4,1,-9.4,-5.2,,
47108,서울,2000-02-03 21:00,74.5,2,8,,1019.4,1030.8,.3,-9.8,-6,,
47108,서울,2000-02-04 00:00,74.5,2,1,,1021.3,1032.8,1.9,-9.8,-6,,-7.1
47108,서울,2000-02-04 03:00,52.3,18,3,,1021.1,1032.3,.2,-8.6,0,,
47108,서울,2000-02-04 06:00,35,20,3,,1018.6,1029.5,2.5,-10.7,3.3,,
47108,서울,2000-02-04 09:00,33.9,27,3,,1018.6,1029.6,0,-12.7,1.5,,
47108,서울,2000-02-04 12:00,45.2,27,2,,1018.9,1030,.3,-11.2,-.8,3.7,
